Index,Voltage_mV
0,0.035167
1,-0.038447
2,-0.124575
3,-0.104752
4,-0.071228
5,-0.057219
6,-0.047384
7,-0.002822
8,0.062284
9,0.060499
10,0.099238
11,0.083583
12,0.065565
13,0.036482
14,-0.061411
15,-0.090450
16,-0.052159
17,-0.058403
18,0.011366
19,0.083301
20,0.058998
21,0.032776
22,0.037547
23,-0.001816
24,-0.066777
25,-0.060615
26,-0.032795
27,-0.080614
28,-0.054763
29,0.017293
30,0.044712
31,0.049495
32,0.064386
33,0.041554
34,0.004492
35,-0.006453
36,-0.067633
37,-0.044105
38,-0.076294
39,-0.040038
40,-0.003896
41,-0.015632
42,0.014031
43,0.035465
44,0.008045
45,0.015519
46,0.007817
47,0.114529
48,0.125416
49,0.048176
50,-0.050110
51,-0.076755
52,-0.030076
53,-0.032516
54,-0.024619
55,0.074016
56,0.062203
57,-0.006333
58,-0.085574
59,-0.095200
60,-0.098393
61,-0.105707
62,0.009912
63,0.016955
64,0.033691
65,0.022932
66,0.034147
67,0.136273
68,0.089349
69,0.051540
70,0.026115
71,-0.039052
72,-0.042253
73,-0.006489
74,0.029584
75,0.053465
76,-0.052901
77,-0.108954
78,-0.119245
79,-0.111228
80,-0.006473
81,-0.000942
82,-0.005250
83,0.036564
84,0.043563
85,0.071143
86,0.037352
87,-0.032998
88,-0.033104
89,-0.058735
90,-0.074632
91,0.043376
92,0.027347
93,0.003440
94,0.028644
95,0.027379
96,0.049548
97,0.066100
98,0.047115
99,0.043243
100,-0.038865
101,-0.056146
102,-0.041182
103,-0.031123
104,-0.048075
105,-0.057600
106,-0.026821
107,-0.017308
108,0.054297
109,0.058939
110,0.080850
111,0.106263
112,0.081800
113,-0.010672
114,-0.070478
115,-0.125132
116,-0.116987
117,-0.065202
118,0.035060
119,0.070933
120,0.073874
121,0.035813
122,-0.000378
123,-0.028091
124,-0.066130
125,-0.035508
126,-0.023514
127,-0.002255
128,0.031027
129,0.036007
130,0.024405
131,0.026485
132,0.022768
133,0.019908
134,-0.051964
135,-0.052666
136,0.010175
137,0.032991
138,-0.026538
139,-0.003767
140,0.002378
141,-0.024681
142,-0.049525
143,-0.043452
144,-0.009009
145,0.052884
146,0.057919
147,0.042175
148,-0.053112
149,-0.056523
150,-0.040758
151,-0.020268
152,-0.023248
153,-0.035906
154,0.014856
155,0.025419
156,0.014449
157,0.043931
158,0.044882
159,0.049855
160,0.003772
161,-0.028281
162,-0.054403
163,-0.006675
164,0.042893
165,0.025654
166,0.013453
167,0.011302
168,-0.033922
169,0.009148
170,0.016894
171,-0.007018
172,-0.031133
173,-0.041980
174,-0.011213
175,0.025703
176,-0.004374
177,-0.032668
178,-0.023834
179,-0.010186
180,0.018091
181,0.084562
182,0.068922
183,-0.014535
184,-0.049833
185,-0.066970
186,-0.015350
187,0.004706
188,0.034144
189,-0.030163
190,-0.053582
191,-0.035508
192,-0.034098
193,-0.000768
194,0.023248
195,0.051716
196,0.063017
197,0.027605
198,0.013240
199,0.030497
200,464.322083
201,755.977234
202,8.988008
203,1125.871582
204,1256.742798
205,24.041979
206,45.037727
207,61.737602
208,32.886108
209,-1.156363
210,-48.265766
211,-75.659439
212,-60.816021
213,-21.774540
214,13.876593
215,50.285881
216,57.859802
217,24.625006
218,-12.902509
219,-33.864803
220,-46.404564
221,-33.361408
222,-12.939782
223,-5.839203
224,-9.939876
225,-8.108187
226,22.982597
227,54.923717
228,58.389851
229,37.872086
230,1.857875
231,-23.257109
232,-13.739762
233,7.622358
234,-3.835586
235,-31.309908
236,-31.118328
237,-25.675545
238,-4.495016
239,-0.243002
240,-18.764948
241,-13.347129
242,8.093952
243,19.053095
244,23.541355
245,33.163742
246,25.239780
247,-5.154910
248,-30.237909
249,-10.964132
250,0.725748
251,12.540934
252,6.284381
253,-11.345851
254,0.049242
255,0.062210
256,-0.003423
257,-0.045910
258,-0.025668
259,-0.027326
260,-0.011534
261,-0.032420
262,-0.042163
263,0.009380
264,-0.016780
265,-0.035037
266,0.009536
267,0.027622
268,0.006966
269,0.033057
270,-0.016105
271,-0.002819
272,-0.003130
273,-0.034338
274,-0.001441
275,-0.011456
276,-0.008096
277,-0.019823
278,0.010882
279,0.013053
280,-0.014826
281,0.012124
282,0.043600
283,0.020635
284,-0.020917
285,-0.033455
286,-0.001218
287,-0.001737
288,-0.033287
289,-0.040517
290,0.033327
291,0.040896
292,0.041190
293,0.070592
294,-0.012903
295,-0.033707
296,-0.036584
297,-0.063237
298,-0.055157
299,-0.060483
300,-0.002791
301,0.030875
302,0.072546
303,0.087294
304,0.066648
305,0.024312
306,0.025829
307,-0.031836
308,-0.048794
309,-0.052351
310,-0.056648
311,-0.019238
312,0.026421
313,0.104290
314,0.091623
315,-0.013003
316,0.029860
317,-0.026552
318,-0.030346
319,-0.007785
320,-0.047863
321,-0.028821
322,-0.051721
323,-0.069199
324,-0.011159
325,0.001393
326,-0.012867
327,0.032938
328,0.034043
329,0.028977
330,0.021736
331,-0.013508
332,-0.046061
333,0.001932
334,0.010525
335,0.015285
336,0.034538
337,0.049211
338,0.030954
339,0.009355
340,-0.044492
341,-0.035355
342,-0.006551
343,0.005837
344,-0.011279
345,-0.001973
346,0.007774
347,-0.012683
348,-0.014124
349,-0.024821
350,-0.045090
351,-0.068663
352,-0.048348
353,-0.030321
354,0.015764
355,0.086495
356,0.078466
357,0.095245
358,0.105413
359,-0.010588
360,-0.051937
361,-0.020772
362,-0.004313
363,-0.001098
364,0.065435
365,0.036920
366,-0.007474
367,-0.027748
368,-0.064212
369,-0.057432
370,-0.006176
371,-0.013522
372,-0.015094
373,-0.037872
374,-0.077979
375,-0.048662
376,-0.013149
377,0.003301
378,0.011724
379,0.025523
380,0.064688
381,0.038048
382,0.024174
383,0.030616
384,-0.031601
385,-0.024070
386,0.006992
387,0.010278
388,0.020925
389,0.022983
390,0.009543
391,0.025357
392,0.070316
393,0.024513
394,0.025436
395,-0.008516
396,-0.054960
397,-0.049018
398,-0.063998
399,-0.020397
400,-0.001454
401,-0.024510
402,-0.028028
403,-0.054790
404,-0.016987
405,0.046147
406,0.017913
407,0.021548
408,0.056314
409,0.005495
410,0.021154
411,-0.000053
412,-0.039453
413,-0.004833
414,0.023885
415,-0.008069
416,0.005364
417,-0.004626
418,0.004534
419,0.017175
420,0.012576
421,0.040174
422,0.002324
423,-0.032737
424,-0.103338
425,-0.060297
426,-0.002638
427,-0.013408
428,0.002284
429,0.031908
430,0.050456
431,0.005119
432,0.063142
433,0.045937
434,0.007911
435,0.025928
436,-0.004797
437,-0.052179
438,-0.032624
439,-0.071981
440,-0.017308
441,0.001074
442,0.021922
443,0.018780
444,-0.022570
445,-0.007957
446,0.054155
447,0.077655
448,0.046878
449,0.015809
450,-0.012621
451,-0.014318
452,0.038351
453,-0.037785
454,-0.051396
455,0.006902
456,-0.017158
457,-0.054172
458,-0.040902
459,-0.046437
460,-0.015486
461,0.035089
462,0.011632
463,-0.000829
464,0.018775
465,0.021610
466,0.052044
467,0.065821
468,0.009319
469,-0.014319
470,-0.046579
471,-0.051989
472,0.001786
473,0.016433
474,0.029640
475,-0.005733
476,0.008394
477,0.028028
478,-0.005905
479,-0.022351
480,0.020204
481,0.000179
482,-0.037939
483,0.009642
484,0.001036
485,-0.021148
486,0.021123
487,0.008902
488,-0.035247
489,-0.038130
490,-0.064395
491,-0.039164
492,0.006036
493,0.025411
494,0.047739
495,0.032797
496,-0.045130
497,-0.029506
498,0.023334
499,0.025869
500,0.025116
501,0.031054
502,0.008235
503,0.047456
504,0.062470
505,-0.020642
506,-0.100925
507,-0.028184
508,-0.004991
509,0.009659
510,0.028864
511,-0.021251
512,-0.020136
513,-0.015321
514,-0.001152
515,0.034589
516,-0.002740
517,-0.044688
518,-0.025411
519,0.018961
520,0.024705
521,0.011266
522,0.032023
523,-0.015414
524,-0.051537
525,0.022821
526,-0.018469
527,-0.070914
528,-0.024594
529,-0.015590
530,0.039386
531,0.029955
532,0.052798
533,0.059377
534,-0.038219
535,-0.048648
536,-0.007634
537,-0.022076
538,-0.031719
539,-0.031041
540,0.043784
541,0.065931
542,0.024438
543,0.035950
544,0.047907
545,0.005446
546,-0.013514
547,-0.002453
548,0.004715
549,-0.050107
550,-0.063246
551,-0.085247
552,-0.060114
553,0.013786
554,0.096518
555,0.069854
556,0.030704
557,-0.009537
558,0.016249
559,-0.012898
560,-0.002451
561,-0.018159
562,-0.050555
563,-0.020091
564,-0.065557
565,-0.049596
566,-0.010040
567,0.019180
568,0.076882
569,0.075814
570,0.035858
571,0.034566
572,0.031700
573,-0.030882
574,-0.090053
575,-0.049256
576,-0.040357
577,-0.036645
578,0.004643
579,0.034573
580,0.020814
581,0.036565
582,0.041912
583,0.006015
584,-0.002402
585,-0.028995
586,0.007344
587,-0.001156
588,-0.011483
589,0.018023
590,0.038016
591,0.019633
592,-0.017435
593,-0.030924
594,-0.017533
595,0.035315
596,0.058898
597,0.008351
598,-0.035006
599,-0.036596
600,-0.080508
601,-0.043407
602,-0.008660
603,0.120705
604,0.129284
605,-0.025943
606,-0.057907
607,-0.099107
608,-0.087573
609,-0.028690
610,0.061106
611,0.075893
612,0.049314
613,0.017297
614,0.013218
615,0.008840
616,-0.047006
617,-0.051367
618,-0.062637
619,-0.072420
620,-0.011796
621,0.006316
622,-0.009620
623,0.005532
624,0.031470
625,0.054892
626,0.072801
627,0.046845
628,0.055348
629,0.017261
630,-0.034198
631,-0.044223
632,-0.078543
633,-0.046356
634,-0.050314
635,-0.006379
636,0.070457
637,0.049314
638,0.027973
639,0.079212
640,0.065815
641,0.014617
642,-0.030866
643,-0.055281
644,-0.033580
645,-0.048986
646,-0.027543
647,0.007613
648,0.024139
649,0.019878
650,0.010446
651,-0.004447
652,0.001999
653,0.011578
654,-0.008403
655,-0.006501
656,-0.018648
657,-0.005786
658,0.017783
659,-0.013401
660,-0.020298
661,-0.013128
662,-0.023571
663,-0.048095
664,-0.044802
665,-0.022314
666,0.031460
667,0.029981
668,0.002743
669,0.048859
670,0.041057
671,0.056985
672,0.080945
673,0.061270
674,0.026645
675,-0.025797
676,-0.059371
677,-0.136582
678,-0.098999
679,-0.010599
680,0.014035
681,0.041605
682,-0.000637
683,-0.004148
684,-0.009384
685,0.004519
686,-0.003394
687,0.029821
688,0.032414
689,0.009187
690,-0.010616
691,-0.004090
692,-0.016650
693,-0.032189
694,-0.004487
695,0.004155
696,-0.015109
697,0.022469
698,0.041713
699,0.051953
700,0.088555
701,0.082075
702,-0.034807
703,-0.096186
704,-0.076630
705,-0.097219
706,-0.077160
707,-0.051128
708,0.011156
709,0.052487
710,-0.005703
711,0.003883
712,0.029532
713,0.096665
714,0.043000
715,0.066577
716,0.049843
717,-0.005740
718,-0.004839
719,0.004745
720,-0.051625
721,-0.057694
722,-0.021899
723,-0.072332
724,-0.090630
725,-0.074501
726,-0.020104
727,-0.001460
728,0.013672
729,0.048037
730,0.076868
731,0.091027
732,0.088585
733,0.059604
734,-0.021316
735,-0.047511
736,-0.029844
737,-0.034652
738,-0.055805
739,-0.054656
740,0.020056
741,0.017694
742,0.065366
743,-0.000447
744,-0.009146
745,0.067112
746,0.054030
747,-0.012985
748,-0.014211
749,-0.033426
750,-0.037521
751,-0.006698
752,-0.045956
753,-0.046719
754,-0.022374
755,-0.002786
756,0.014333
757,-0.017874
758,-0.019249
759,0.035093
760,0.022525
761,0.028285
762,0.054663
763,0.062471
764,0.033046
765,0.007660
766,-0.010934
767,-0.009722
